customer_id,transaction_date,product_category,amount,city,payment_type
C0206,2025-06-26,Electronics,15.72,Belfast,Cash
C0207,2026-02-11,Books,9.61,London,Card
C0208,2025-10-23,Books,65.24,London,Online
C0209,2026-03-10,Electronics,13.05,Glasgow,Online
C0210,2025-08-21,Apparel,18.36,Belfast,Card
C0211,2025-04-07,Apparel,106.74,Glasgow,Online
C0212,2025-06-17,Electronics,9.54,Manchester,Card
C0213,2026-01-09,Groceries,13.85,Belfast,Online
C0214,2026-02-18,Electronics,4.65,Manchester,Card
C0215,2025-08-20,Apparel,102.68,Glasgow,Online
C0216,2025-12-25,Apparel,89.92,Manchester,Card
C0217,2025-08-29,Electronics,30.09,London,Card
C0218,2025-04-11,Books,132.52,Manchester,Online
C0219,2025-08-23,Groceries,105.36,Belfast,Cash
C0220,2025-08-07,Electronics,43.18,Manchester,Cash
C0221,2025-09-02,Electronics,38.1,Belfast,Online
C0222,2025-04-15,Electronics,55.89,London,Card
C0223,2025-04-19,Electronics,32.71,Glasgow,Online
C0224,2025-06-18,Apparel,37.23,Manchester,Cash
C0225,2025-08-28,Apparel,27.15,London,Cash
C0226,2025-11-27,Books,56.11,London,Cash
C0227,2025-12-07,Electronics,9.63,London,Cash
C0228,2025-04-30,Books,80.08,London,Card
C0229,2025-10-17,Electronics,32.28,Glasgow,Cash
C0230,2026-04-07,Books,46.05,Manchester,Cash
C0231,2025-11-07,Groceries,34.96,Glasgow,Online
C0232,2025-07-07,Electronics,75.86,Belfast,Cash
C0233,2025-07-15,Groceries,41.0,London,Online
C0234,2025-11-05,Apparel,11.34,Manchester,Online
C0235,2025-12-16,Electronics,34.57,Glasgow,Online
C0236,2025-11-04,Groceries,57.34,London,Online
C0237,2025-05-07,Groceries,66.92,Belfast,Cash
C0238,2025-08-10,Electronics,61.72,London,Card
C0239,2025-04-13,Apparel,86.39,London,Cash
C0240,2025-07-11,Groceries,100.82,Belfast,Cash
C0241,2025-07-22,Groceries,50.81,Manchester,Online
C0242,2025-10-25,Books,43.49,Glasgow,Card
C0243,2025-07-10,Groceries,76.33,Glasgow,Card
C0244,2025-12-08,Apparel,6.92,Belfast,Card
C0245,2025-07-09,Groceries,3.36,Manchester,Cash
C0246,2025-08-11,Books,8.91,London,Cash
C0247,2025-11-11,Electronics,78.62,London,Online
C0248,2025-04-09,Books,13.21,London,Card
C0249,2025-05-17,Apparel,32.04,Manchester,Cash
C0250,2025-07-07,Electronics,50.09,Belfast,Card
C0251,2025-05-16,Books,85.78,Manchester,Card
C0252,2025-05-28,Books,12.21,Manchester,Cash
C0253,2026-03-25,Apparel,0.7,Belfast,Cash
C0254,2025-08-23,Books,42.6,Glasgow,Cash
C0255,2026-02-16,Apparel,31.27,London,Card
C0256,2025-08-15,Electronics,26.4,London,Online
C0257,2026-02-08,Apparel,103.18,London,Card
C0258,2025-06-13,Books,170.75,London,Cash
C0259,2025-06-01,Electronics,11.05,London,Card
C0260,2025-05-26,Books,6.74,Glasgow,Card
C0261,2025-04-21,Apparel,8.67,Belfast,Online
C0262,2025-10-11,Groceries,53.87,Glasgow,Online
C0263,2026-04-06,Electronics,33.99,Glasgow,Card
C0264,2025-05-23,Electronics,51.31,Belfast,Cash
C0265,2025-11-24,Electronics,0.77,Glasgow,Cash
C0266,2025-09-14,Groceries,185.86,Glasgow,Card
C0267,2026-03-20,Apparel,63.83,Manchester,Cash
C0268,2026-01-17,Electronics,102.15,Glasgow,Cash
C0269,2025-05-04,Electronics,42.68,Belfast,Cash
C0270,2025-06-19,Apparel,41.9,Manchester,Card
C0271,2025-07-12,Electronics,43.86,Belfast,Cash
C0272,2025-08-20,Electronics,7.84,Belfast,Online
C0273,2025-08-24,Apparel,22.53,Manchester,Online
C0274,2025-05-22,Books,10.61,Belfast,Cash
C0275,2025-09-06,Books,42.42,Belfast,Cash
C0276,2025-09-06,Books,47.65,Belfast,Cash
C0277,2025-08-14,Books,5.88,Glasgow,Online
C0278,2025-05-14,Groceries,26.55,Manchester,Cash
C0279,2025-10-11,Apparel,147.81,Manchester,Cash
C0280,2025-05-21,Electronics,114.87,Belfast,Cash
C0281,2025-07-31,Electronics,6.93,London,Cash
C0282,2026-03-07,Apparel,7.85,Manchester,Cash
C0283,2025-07-20,Electronics,49.23,Glasgow,Cash
C0284,2025-11-29,Books,91.38,Glasgow,Cash
C0285,2025-05-05,Books,50.52,London,Card
C0286,2025-04-16,Apparel,265.52,Belfast,Online
C0287,2025-12-21,Books,6.16,Manchester,Cash
C0288,2025-12-03,Electronics,33.33,Manchester,Cash
C0289,2025-06-11,Books,12.04,Belfast,Online
C0290,2025-05-31,Books,165.56,London,Card
C0291,2025-11-22,Electronics,61.86,Manchester,Online
C0292,2025-08-30,Electronics,33.81,Belfast,Cash
C0293,2025-07-01,Apparel,9.92,London,Cash
C0294,2025-10-22,Groceries,25.07,Manchester,Cash
C0295,2025-10-13,Apparel,15.13,Belfast,Cash
C0296,2026-01-09,Books,34.79,Glasgow,Online
C0297,2026-01-26,Apparel,9.63,Manchester,Online
C0298,2025-05-30,Groceries,51.2,Belfast,Online
C0299,2025-11-08,Electronics,20.78,Manchester,Cash
C0300,2025-10-27,Groceries,68.59,London,Online
C0301,2025-09-14,Groceries,1.2,Belfast,Online
C0302,2026-03-31,Books,51.97,Manchester,Card
C0303,2025-07-07,Electronics,138.02,London,Cash
C0304,2025-12-29,Groceries,101.22,Manchester,Online
C0305,2026-03-06,Groceries,1.16,Glasgow,Online
C0306,2025-11-26,Apparel,51.21,Glasgow,Online
C0307,2026-03-21,Apparel,6.21,London,Online
C0308,2025-12-01,Groceries,0.82,London,Cash
C0309,2025-08-10,Groceries,24.87,Glasgow,Card
C0310,2025-12-21,Apparel,152.8,Manchester,Card
C0311,2026-03-17,Books,19.84,London,Online
C0312,2025-07-28,Apparel,3.17,Glasgow,Cash
C0313,2025-05-12,Apparel,49.74,Glasgow,Card
C0314,2025-05-12,Electronics,6.18,Glasgow,Card
C0315,2025-08-01,Apparel,7.23,Manchester,Online
C0316,2025-11-15,Groceries,214.11,Belfast,Online
C0317,2025-05-21,Groceries,25.33,London,Card
C0318,2025-11-05,Groceries,67.13,Manchester,Online
C0319,2025-10-02,Books,1.7,London,Card
C0320,2025-08-19,Apparel,28.32,Manchester,Card
C0321,2026-03-25,Electronics,71.85,Manchester,Card
C0322,2025-06-25,Apparel,26.77,London,Cash
C0323,2026-02-07,Groceries,101.25,Belfast,Cash
C0324,2025-08-30,Apparel,182.91,Belfast,Cash
C0325,2025-05-17,Books,90.27,London,Online
C0326,2025-08-31,Books,42.1,Glasgow,Cash
C0327,2025-10-10,Books,16.54,Manchester,Card
C0328,2025-11-01,Electronics,27.73,Glasgow,Card
C0329,2026-03-24,Apparel,32.29,Manchester,Cash
C0330,2025-09-08,Apparel,24.09,Glasgow,Card
C0331,2025-07-24,Electronics,130.26,Belfast,Card
C0332,2025-05-11,Groceries,9.25,Glasgow,Online
C0333,2025-08-07,Books,54.03,London,Online
C0334,2025-04-27,Groceries,123.19,London,Cash
C0335,2025-08-30,Books,42.45,Glasgow,Online
C0336,2026-03-15,Books,12.83,London,Card
C0337,2025-11-30,Apparel,66.46,Belfast,Card
C0338,2025-08-12,Books,41.46,Manchester,Online
C0339,2025-04-22,Electronics,2.88,London,Online
C0340,2026-02-09,Groceries,84.57,London,Cash
C0341,2026-03-16,Electronics,49.47,Glasgow,Card
C0342,2026-04-05,Electronics,12.88,Glasgow,Cash
C0343,2026-02-10,Apparel,86.69,Belfast,Cash
C0344,2025-04-11,Apparel,20.57,London,Card
C0345,2025-07-25,Books,30.67,London,Card
C0346,2025-04-11,Books,56.27,London,Online
C0347,2025-08-14,Electronics,53.4,Belfast,Online
C0348,2025-06-13,Electronics,71.14,London,Cash
C0349,2025-09-27,Apparel,119.74,Belfast,Online
C0350,2026-04-05,Apparel,9.01,Manchester,Online
C0351,2025-08-23,Books,78.66,Manchester,Card
C0352,2025-05-11,Apparel,2.23,Belfast,Card
C0353,2025-07-08,Electronics,40.63,Glasgow,Online
C0354,2026-03-28,Groceries,33.99,Belfast,Card
C0355,2025-04-21,Groceries,74.06,Manchester,Online
C0356,2025-07-29,Books,79.95,Manchester,Card
C0357,2025-06-25,Apparel,65.19,Glasgow,Card
C0358,2025-10-02,Apparel,24.45,Glasgow,Online
C0359,2026-03-19,Electronics,95.53,Belfast,Online
C0360,2025-10-06,Apparel,118.4,Belfast,Card
C0361,2025-05-18,Apparel,18.27,Belfast,Cash
C0362,2025-06-24,Groceries,11.25,Manchester,Cash
C0363,2025-09-06,Apparel,42.53,Glasgow,Card
C0364,2025-05-01,Books,30.96,London,Cash
C0365,2025-07-29,Books,5.11,Glasgow,Card
C0366,2025-05-21,Books,177.83,Manchester,Card
C0367,2025-10-21,Groceries,156.12,London,Cash
C0368,2025-09-20,Books,54.98,Glasgow,Cash
C0369,2026-02-19,Electronics,98.67,London,Cash
C0370,2025-07-20,Electronics,69.77,Glasgow,Online
C0371,2025-09-08,Apparel,57.36,Belfast,Cash
C0372,2025-10-02,Books,12.97,London,Cash
C0373,2025-06-16,Electronics,15.61,Belfast,Card
C0374,2025-08-31,Apparel,27.2,Glasgow,Cash
C0375,2025-11-25,Apparel,17.86,Belfast,Cash
C0376,2026-02-01,Apparel,66.02,London,Cash
C0377,2025-07-25,Electronics,11.05,Glasgow,Online
C0378,2025-06-27,Groceries,10.5,London,Online
C0379,2025-05-19,Books,82.92,Manchester,Cash
C0380,2026-03-28,Electronics,5.28,Belfast,Card
C0381,2026-03-13,Apparel,9.72,London,Card
C0382,2025-06-07,Groceries,2.25,Glasgow,Card
C0383,2026-01-15,Apparel,129.55,London,Online
C0384,2025-10-24,Apparel,24.31,Belfast,Online
C0385,2025-12-31,Groceries,12.72,Manchester,Card
C0386,2025-06-30,Groceries,14.09,Belfast,Cash
C0387,2025-12-30,Apparel,74.3,London,Card
C0388,2025-10-29,Books,54.15,London,Online
C0389,2025-11-06,Electronics,56.73,London,Card
C0390,2025-12-03,Electronics,11.24,London,Card
C0391,2025-07-13,Books,152.36,Manchester,Card
C0392,2025-05-05,Groceries,1.21,Belfast,Cash
C0393,2025-06-29,Groceries,49.57,Glasgow,Card
C0394,2025-10-13,Books,131.69,Belfast,Card
C0395,2025-12-25,Electronics,54.42,Manchester,Cash
C0396,2025-12-17,Apparel,41.35,London,Card
C0397,2025-11-20,Groceries,3.59,Belfast,Online
C0398,2026-01-23,Books,41.86,Manchester,Online
C0399,2025-10-04,Electronics,1.88,Manchester,Online
C0400,2025-05-20,Apparel,31.85,Glasgow,Card
C0401,2026-01-20,Apparel,52.55,London,Online
C0402,2026-03-19,Electronics,38.02,Manchester,Online
C0403,2026-02-07,Books,8.93,Belfast,Cash
C0404,2025-12-03,Groceries,33.27,Belfast,Cash
C0405,2025-09-21,Books,86.59,Manchester,Card
C0406,2025-07-16,Apparel,18.55,Manchester,Online
C0407,2025-07-23,Groceries,9.96,London,Card
C0408,2025-11-26,Electronics,116.4,Manchester,Cash
C0409,2026-02-20,Groceries,0.95,Glasgow,Card
C0410,2026-02-01,Books,11.2,London,Cash
C0411,2025-04-13,Apparel,30.91,Glasgow,Card
C0412,2025-10-13,Apparel,97.65,Belfast,Online
C0413,2025-10-03,Electronics,7.42,London,Cash
C0414,2025-06-06,Groceries,201.49,Glasgow,Card
C0415,2025-08-15,Books,95.7,Glasgow,Cash
C0416,2026-02-05,Books,8.05,Manchester,Card
C0417,2025-12-06,Groceries,102.14,Glasgow,Card
C0418,2025-12-02,Electronics,72.84,Belfast,Card
C0419,2025-12-04,Electronics,55.85,Belfast,Online
C0420,2026-03-22,Apparel,84.99,Belfast,Card
C0421,2025-04-23,Apparel,52.91,Manchester,Cash
C0422,2025-07-02,Electronics,99.27,Manchester,Cash
C0423,2026-01-25,Groceries,74.93,Manchester,Card
C0424,2025-04-07,Groceries,64.29,London,Online
C0425,2025-11-21,Books,50.12,Glasgow,Cash
C0426,2026-01-07,Apparel,92.83,London,Online
C0427,2026-01-24,Apparel,10.99,Belfast,Card
C0428,2026-03-16,Groceries,23.14,London,Cash
C0429,2025-05-01,Apparel,62.7,London,Card
C0430,2025-05-10,Groceries,48.28,Belfast,Cash
C0431,2025-10-28,Apparel,34.15,London,Cash
C0432,2025-12-14,Electronics,8.34,Belfast,Cash
C0433,2025-05-14,Apparel,16.72,Belfast,Card
C0434,2025-10-31,Groceries,43.43,Manchester,Cash
C0435,2025-09-20,Electronics,31.2,Manchester,Online
C0436,2025-04-24,Groceries,20.99,Belfast,Online
C0437,2026-02-05,Electronics,397.1,Glasgow,Card
C0438,2025-12-31,Books,16.98,Belfast,Cash
C0439,2025-07-18,Apparel,7.45,Belfast,Online
C0440,2026-03-13,Apparel,32.08,Glasgow,Card
C0441,2025-10-21,Electronics,59.77,Glasgow,Cash
C0442,2025-12-24,Groceries,15.93,Manchester,Online
C0443,2025-06-04,Apparel,98.85,Belfast,Card
C0444,2026-02-02,Apparel,6.71,Belfast,Cash
C0445,2025-08-30,Electronics,52.89,London,Online
C0446,2025-12-28,Apparel,10.65,Belfast,Online
C0447,2025-11-13,Books,65.88,Belfast,Card
C0448,2025-11-19,Books,45.02,Manchester,Online
C0449,2025-12-06,Electronics,79.72,Manchester,Cash
C0450,2025-11-03,Electronics,26.13,Glasgow,Online
C0451,2025-04-22,Books,112.44,Glasgow,Cash
C0452,2025-12-21,Groceries,23.01,London,Card
C0453,2026-04-05,Apparel,28.96,London,Online
C0454,2026-02-26,Electronics,69.23,Glasgow,Online
C0455,2025-08-07,Electronics,47.8,Manchester,Online
C0456,2025-06-13,Apparel,123.76,Manchester,Online
C0457,2025-10-23,Apparel,6.28,London,Online
C0458,2025-10-13,Books,18.76,Belfast,Online
C0459,2025-10-13,Apparel,150.48,London,Cash
C0460,2025-10-01,Apparel,5.04,Manchester,Online
C0461,2025-11-05,Electronics,93.23,Belfast,Online
C0462,2025-07-31,Apparel,9.66,London,Cash
C0463,2025-12-25,Groceries,21.16,Belfast,Cash
C0464,2025-08-14,Apparel,83.98,London,Online
C0465,2025-06-10,Books,66.4,London,Online
C0466,2025-10-05,Apparel,2.32,Belfast,Cash
C0467,2026-03-22,Books,7.21,London,Online
C0468,2025-07-15,Apparel,31.9,London,Card
C0469,2025-12-23,Electronics,9.35,London,Cash
C0470,2025-07-03,Electronics,11.56,Manchester,Cash
C0471,2025-08-17,Books,1.0,Glasgow,Cash
C0472,2025-08-19,Groceries,38.81,Belfast,Cash
C0473,2025-08-26,Groceries,17.02,Glasgow,Cash
C0474,2025-05-03,Books,29.77,Manchester,Card
C0475,2025-10-08,Apparel,34.52,Glasgow,Cash
C0476,2025-06-03,Books,5.19,Manchester,Online
C0477,2025-08-09,Electronics,56.11,Belfast,Cash
C0478,2025-11-16,Electronics,13.11,Manchester,Cash
C0479,2025-07-03,Groceries,4.99,London,Cash
C0480,2025-10-22,Electronics,15.34,Glasgow,Cash
C0481,2025-06-01,Groceries,70.13,Glasgow,Online
C0482,2025-10-19,Groceries,44.34,Glasgow,Online
C0483,2025-04-16,Books,11.31,Glasgow,Card
C0484,2026-01-28,Books,33.15,Manchester,Online
C0485,2025-04-11,Apparel,46.05,Manchester,Online
C0486,2026-03-18,Groceries,41.43,Belfast,Card
C0487,2026-02-21,Books,20.14,Belfast,Online
C0488,2025-05-25,Electronics,3921.8,Manchester,Cash
C0489,2025-11-25,Groceries,38.87,London,Cash
C0490,2025-09-25,Groceries,16.57,London,Cash
C0491,2025-07-30,Electronics,28.84,London,Cash
C0492,2026-03-24,Books,13.77,Glasgow,Card
C0493,2025-06-22,Books,17.77,Glasgow,Online
C0494,2025-05-25,Electronics,48.07,London,Online
C0495,2025-07-24,Apparel,1.25,Manchester,Online
C0496,2025-09-01,Groceries,96.77,Belfast,Online
C0497,2025-06-11,Apparel,55.98,London,Online
C0498,2025-04-11,Books,55.15,Belfast,Online
C0499,2026-03-07,Groceries,67.95,Glasgow,Cash
C0500,2025-11-14,Books,53.36,Glasgow,Online
C0501,2026-02-16,Books,17.25,Manchester,Cash
C0502,2025-07-20,Books,40.63,London,Card
C0503,2026-02-27,Books,22.99,Belfast,Card
C0504,2025-12-15,Apparel,64.44,Belfast,Cash
C0505,2025-07-28,Books,45.59,London,Cash
C0506,2025-10-10,Electronics,167.62,London,Cash
C0507,2026-02-25,Groceries,58.69,Manchester,Cash
C0508,2025-08-25,Apparel,44.36,Belfast,Online
C0509,2025-09-14,Electronics,9.24,Glasgow,Card
